OBJEKTART,slug,feature_ty,area
Reben,baye-de-montreux-g,l,"1098"
Reben,baye-de-montreux-d,l,"1098"
Reben,baye-de-montreux-g,l,"8852"
Reben,baye-de-montreux-d,l,"8852"
Reben,baye-de-montreux-g,l,"5370"
Reben,baye-de-montreux-d,l,"5370"
Reben,baye-de-montreux-g,l,"2441"
Reben,baye-de-montreux-d,l,"2441"
Reben,baye-de-montreux-g,l,"1545"
Reben,baye-de-montreux-d,l,"1545"
Reben,leuk-mattenstrasse,r,"7308"
Reben,leuk-mattenstrasse,r,"266175"
Reben,leuk-mattenstrasse,r,"8594"
Reben,leuk-mattenstrasse,r,"2604"
Reben,tschilljus,r,"545012"
Reben,leuk-mattenstrasse,r,"945"
Reben,leuk-mattenstrasse,r,"10588"
Reben,leuk-mattenstrasse,r,"13287"
Reben,leuk-mattenstrasse,r,"1238"
Reben,leuk-mattenstrasse,r,"3260"
Reben,leuk-mattenstrasse,r,"40639"
Reben,tschilljus,r,"11056"
Reben,tschilljus,r,"667"
Reben,tschilljus,r,"5602"
Reben,tschilljus,r,"3199"
Reben,tschilljus,r,"22607"
Reben,tschilljus,r,"6340"
Reben,leuk-mattenstrasse,r,"427"
Reben,versoix,l,"946"
Obstanlage,versoix,l,"4768"
Reben,baby-plage-geneva,l,"44530"
Reben,baby-plage-ii-geneve,l,"44530"
Reben,rocky-plage,l,"44530"
Reben,lavey-les-bains-2,r,"18520"
Reben,lavey-les-bains,r,"18520"
Reben,lavey-les-bains-2,r,"1228"
Reben,lavey-les-bains,r,"1228"
Reben,lavey-les-bains-2,r,"2082"
Reben,lavey-les-bains,r,"2082"
Reben,lavey-la-source,r,"552"
Reben,les-glariers,r,"249203"
Reben,les-glariers,r,"2759"
Obstanlage,les-glariers,r,"24078"
Obstanlage,les-glariers,r,"14381"
Reben,les-glariers,r,"1690"
Obstanlage,les-glariers,r,"26020"
Obstanlage,les-glariers,r,"33919"
Obstanlage,les-glariers,r,"142951"
Reben,les-glariers,r,"257421"
Reben,les-glariers,r,"21532"
Reben,les-glariers,r,"80730"
Obstanlage,les-glariers,r,"8631"
Reben,les-glariers,r,"16881"
Obstanlage,les-glariers,r,"13801"
Reben,les-glariers,r,"3221"
Reben,les-glariers,r,"1041"
Obstanlage,les-glariers,r,"11964"
Obstanlage,les-glariers,r,"208341"
Obstanlage,les-glariers,r,"56256"
Obstanlage,les-glariers,r,"3139"
Reben,les-glariers,r,"40444"
Reben,les-glariers,r,"2731"
Reben,les-glariers,r,"1272"
Obstanlage,les-glariers,r,"4520"
Obstanlage,les-glariers,r,"5494"
Reben,les-glariers,r,"1643"
Reben,les-glariers,r,"77325"
Obstanlage,les-glariers,r,"4743"
Obstanlage,les-glariers,r,"2609"
Reben,les-glariers,r,"4401"
Obstanlage,les-glariers,r,"7750"
Obstanlage,les-glariers,r,"80741"
Obstanlage,les-glariers,r,"103071"
Obstanlage,les-glariers,r,"21123"
Reben,tschilljus,r,"341729"
Reben,tschilljus,r,"4945"
Reben,leuk-mattenstrasse,r,"3625"
Reben,tschilljus,r,"1471"
Reben,leuk-mattenstrasse,r,"15759"
Reben,tschilljus,r,"2476"
Reben,tschilljus,r,"1656"
Reben,tschilljus,r,"12283"
Reben,tschilljus,r,"113257"
Reben,tschilljus,r,"15975"
Reben,les-vieux-ronquoz,r,"246"
Reben,les-vieux-ronquoz,r,"5526"
Obstanlage,les-vieux-ronquoz,r,"23013"
Obstanlage,les-vieux-ronquoz,r,"3231"
Reben,les-vieux-ronquoz,r,"28080"
Reben,les-vieux-ronquoz,r,"14533"
Reben,les-vieux-ronquoz,r,"18486"
Obstanlage,les-vieux-ronquoz,r,"3876"
Reben,les-vieux-ronquoz,r,"985"
Reben,les-vieux-ronquoz,r,"12781"
Obstanlage,les-vieux-ronquoz,r,"8966"
Obstanlage,les-vieux-ronquoz,r,"15913"
Reben,les-vieux-ronquoz,r,"1235"
Reben,les-vieux-ronquoz,r,"4689"
Obstanlage,les-vieux-ronquoz,r,"18148"
Obstanlage,les-vieux-ronquoz,r,"2881"
Reben,rivapiana,l,"3807"
Reben,rivapiana,l,"4797"
Reben,rivapiana,l,"3614"
Reben,rivapiana,l,"1568"
Reben,rivapiana,l,"6713"
Reben,rivapiana,l,"1706"
Reben,rivapiana,l,"3267"
Reben,rivapiana,l,"951"
Reben,rivapiana,l,"1410"
Reben,rivapiana,l,"1304"
Reben,rivapiana,l,"1744"
Reben,route-13,r,"2852"
Reben,route-13,r,"5914"
Reben,route-13,r,"1512"
Reben,route-13,r,"7637"
Baumschule,route-13,r,"3428"
Baumschule,ascona-traghetto-spiaggia,l,"3428"
Reben,sentiero-giro-del-golf-spiaggia,l,"1366"
Reben,route-13,r,"2694"
Reben,ascona-traghetto-spiaggia,l,"2694"
Reben,sentiero-giro-del-golf-spiaggia,l,"87892"
Reben,route-13,r,"87892"
Obstanlage,sentiero-giro-del-golf-spiaggia,l,"3498"
Obstanlage,route-13,r,"442"
Reben,magadino-lido,l,"1130"
Reben,vira-gambarogno,l,"1130"
Reben,vira-spiaggia-left-of-river,l,"1130"
Reben,magadino-lido,l,"1079"
Reben,vira-gambarogno,l,"1079"
Reben,vira-spiaggia-left-of-river,l,"1079"
Reben,magadino-lido,l,"3429"
Reben,vira-gambarogno,l,"3429"
Reben,vira-spiaggia-left-of-river,l,"3429"
Reben,vira-gambarogno,l,"996"
Reben,vira-spiaggia-left-of-river,l,"996"
Reben,vira-gambarogno,l,"1647"
Reben,vira-spiaggia-left-of-river,l,"1647"
Reben,san-nazzaro-gambarogno,l,"831"
Reben,san-nazzaro-gambarogno,l,"3434"
Reben,via-brunari-spiaggia,r,"302"
Reben,via-brunari-spiaggia,r,"1938"
Reben,via-brunari-spiaggia,r,"4351"
Reben,canale-saleggi,r,"4259"
Reben,via-brunari-spiaggia,r,"704"
Reben,via-mirasole-spiaggia,r,"704"
Reben,canale-saleggi,r,"704"
Reben,via-brunari-spiaggia,r,"5777"
Reben,via-mirasole-spiaggia,r,"5777"
Reben,canale-saleggi,r,"5777"
Reben,via-brunari-spiaggia,r,"2621"
Reben,via-mirasole-spiaggia,r,"2621"
Reben,canale-saleggi,r,"2621"
Reben,via-brunari-spiaggia,r,"12065"
Reben,via-mirasole-spiaggia,r,"12065"
Reben,canale-saleggi,r,"12065"
Reben,via-brunari-spiaggia,r,"14426"
Reben,via-mirasole-spiaggia,r,"14426"
Reben,canale-saleggi,r,"14426"
Reben,via-brunari-spiaggia,r,"1746"
Reben,via-mirasole-spiaggia,r,"1746"
Reben,canale-saleggi,r,"1746"
Reben,via-brunari-spiaggia,r,"3707"
Reben,via-mirasole-spiaggia,r,"3707"
Reben,canale-saleggi,r,"3707"
Reben,via-brunari-spiaggia,r,"1104"
Reben,via-mirasole-spiaggia,r,"1104"
Reben,canale-saleggi,r,"1104"
Reben,via-brunari-spiaggia,r,"1562"
Reben,via-mirasole-spiaggia,r,"1562"
Reben,canale-saleggi,r,"1562"
Reben,via-brunari-spiaggia,r,"1620"
Reben,via-mirasole-spiaggia,r,"1620"
Reben,canale-saleggi,r,"1620"
Reben,via-brunari-spiaggia,r,"2010"
Reben,via-mirasole-spiaggia,r,"2010"
Reben,canale-saleggi,r,"2010"
Reben,via-brunari-spiaggia,r,"4419"
Reben,via-mirasole-spiaggia,r,"4419"
Reben,canale-saleggi,r,"4419"
Reben,via-brunari-spiaggia,r,"4199"
Reben,via-mirasole-spiaggia,r,"4199"
Reben,canale-saleggi,r,"4199"
Reben,via-brunari-spiaggia,r,"1030"
Reben,via-mirasole-spiaggia,r,"1030"
Reben,canale-saleggi,r,"1030"
Reben,via-brunari-spiaggia,r,"1352"
Reben,via-mirasole-spiaggia,r,"1352"
Reben,canale-saleggi,r,"1352"
Reben,via-brunari-spiaggia,r,"4292"
Reben,via-mirasole-spiaggia,r,"4292"
Reben,canale-saleggi,r,"4292"
Reben,via-brunari-spiaggia,r,"1324"
Reben,via-mirasole-spiaggia,r,"1324"
Reben,canale-saleggi,r,"1324"
Reben,via-brunari-spiaggia,r,"283"
Reben,via-mirasole-spiaggia,r,"938"
Reben,canale-saleggi,r,"938"
Reben,via-mirasole-spiaggia,r,"1450"
Reben,via-brunari-spiaggia,r,"6096"
Reben,via-mirasole-spiaggia,r,"6096"
Reben,canale-saleggi,r,"6096"
Reben,via-brunari-spiaggia,r,"6606"
Reben,via-mirasole-spiaggia,r,"6606"
Reben,canale-saleggi,r,"6606"
Reben,via-brunari-spiaggia,r,"2103"
Reben,via-mirasole-spiaggia,r,"2103"
Reben,canale-saleggi,r,"2103"
Reben,via-brunari-spiaggia,r,"658"
Reben,via-mirasole-spiaggia,r,"658"
Reben,canale-saleggi,r,"658"
Reben,via-mirasole-spiaggia,r,"2909"
Reben,canale-saleggi,r,"2632"
Reben,via-mirasole-spiaggia,r,"1501"
Reben,canale-saleggi,r,"1501"
Reben,via-brunari-spiaggia,r,"273"
Reben,via-mirasole-spiaggia,r,"785"
Reben,canale-saleggi,r,"785"
Reben,via-mirasole-spiaggia,r,"4354"
Reben,canale-saleggi,r,"4354"
Reben,via-brunari-spiaggia,r,"5923"
Reben,via-mirasole-spiaggia,r,"5923"
Reben,canale-saleggi,r,"5923"
Reben,via-mirasole-spiaggia,r,"469"
Reben,golene-gudo,r,"25787"
Reben,golene-gudo,r,"2965"
Reben,golene-gudo,r,"10989"
Reben,golene-gudo,r,"1295"
Reben,golene-gudo,r,"5632"
Reben,golene-gudo,r,"4435"
Reben,golene-gudo,r,"4596"
Reben,golene-gudo,r,"2082"
Reben,golene-gudo,r,"2144"
Reben,golene-gudo,r,"30299"
Reben,golene-gudo,r,"1369"
Reben,golene-gudo,r,"14898"
Reben,golene-gudo,r,"1890"
Reben,golene-gudo,r,"184"
Reben,golene-gudo,r,"1889"
Reben,golene-gudo,r,"49564"
Reben,golene-gudo,r,"3161"
Reben,golene-gudo,r,"10453"
Reben,golene-gudo,r,"1066"
Reben,golene-gudo,r,"379"
Reben,golene-gudo,r,"3251"
Reben,magadino-lido,l,"1261"
Reben,magadino-lido,l,"2348"
Reben,magadino-lido,l,"1389"
Reben,lugano-centro,l,"8435"
Reben,lugano-centro,l,"2463"
Reben,lugano-centro,l,"8680"
Abwasserreinigungsareal,san-bernardino,p,"1844"
Abwasserreinigungsareal,aare-limmatspitz,r,"10719"
Abwasserreinigungsareal,aare_brugg_buchie,r,"10719"
Abwasserreinigungsareal,sempachersee_sempach_tampec,l,"5816"
Kraftwerkareal,aare-port,r,"16259"
Kraftwerkareal,aare_post,r,"16259"
Abwasserreinigungsareal,beich,r,"5105"
Abwasserreinigungsareal,camp-des-peches,l,"4725"
Abwasserreinigungsareal,gals-reserve,l,"4725"
Abwasserreinigungsareal,ligerz-strand,l,"1580"
Kraftwerkareal,bern-fahrstrasse,r,"4036"
Kraftwerkareal,aare_bern_scheurerk,r,"4036"
Kraftwerkareal,aarezufluss_bern_scheurerk,r,"4036"
Unterwerkareal,bern-fahrstrasse,r,"1383"
Kraftwerkareal,mannewil,r,"8024"
Unterwerkareal,emme_utzenstorf_gruttert,r,"3378"
Unterwerkareal,emme_biberist_jennim,r,"3485"
Unterwerkareal,evole-plage,l,"3173"
Unterwerkareal,plage-de-serriere,l,"3173"
Kraftwerkareal,thunersee_spiez_meierd_1,l,"4614"
Abwasserreinigungsareal,sundbach-strand,l,"998"
Abwasserreinigungsareal,oben-am-see,l,"6852"
Abwasserreinigungsareal,wycheley,l,"6852"
Kraftwerkareal,zulg_steffisburg_schmassmanne,r,"4290"
Unterwerkareal,la-thiele_le-mujon_confluence,r,"2207"
Unterwerkareal,la-thiele_le-mujon_confluence,r,"4317"
Schrebergartenareal,toss_winterthur-2,r,"4700"
Historisches Areal,toss_kollbrunn_burgid,r,"628"
Historisches Areal,murg_waengi_strickerr,r,"6159"
Unterwerkareal,murg_waengi_strickerr,r,"2378"
Historisches Areal,thur_schwarzenbach_meiliw,r,"16853"
Obstanlage,unterdsee_ermatingen_brunkem,l,"1290"
Obstanlage,unterdsee_ermatingen_brunkem,l,"6456"
Historisches Areal,jardin-botanique,l,"12283"
Historisches Areal,via-brunari-spiaggia,r,"20594"
Historisches Areal,via-mirasole-spiaggia,r,"20594"
Historisches Areal,canale-saleggi,r,"20594"
Historisches Areal,via-brunari-spiaggia,r,"16082"
Historisches Areal,via-mirasole-spiaggia,r,"16082"
Historisches Areal,canale-saleggi,r,"16082"
Historisches Areal,rhein_hemishofen_stolll,r,"3574"
Unterwerkareal,goldach_goldach_schlachterj,r,"35"
Historisches Areal,goldach_goldach_schlachterj,r,"43361"
Historisches Areal,bodensee_thal_schlachterj_1,l,"15813"
Historisches Areal,bodensee_altenrhein_caluoria,l,"15243"
Historisches Areal,bodensee_thal_schlachterj_1,l,"5649"
Historisches Areal,bodensee_altenrhein_caluoria,l,"5649"
Oeffentliches Parkareal,sitter_stgallen_steinbrunnerf,r,"2845"
Historisches Areal,sitter_gaiserwald_buehlerf,r,"1051"
Deponieareal,sitter_gaiserwald_buehlerf,r,"193697"
Deponieareal,sitter_stgallen_steinbrunnerf,r,"211466"
Historisches Areal,sitter_gaiserwald_buehlerf,r,"1511"
Historisches Areal,sitter_stgallen_steinbrunnerf,r,"1511"
Historisches Areal,bodensee_arbon_moslis,l,"9919"
Historisches Areal,bodensee_steinach_dolder_a,l,"9919"
Historisches Areal,bodensee_arbon_moslis,l,"3410"
Historisches Areal,bodensee_steinach_dolder_a,l,"3410"
Abwasserreinigungsareal,bodensee_steinach_dolder_a,l,"41011"
Historisches Areal,goldach_goldach_schlachterj,r,"2590"
Obstanlage,goldach_goldach_schlachterj,r,"1223"
Historisches Areal,bodensee_horn_huberm,l,"3869"
Friedhof,sitter_stgallen_jennya,r,"4484"
Friedhof,sitter_gaiserwald_buehlerf,r,"4484"
Obstanlage,bodensee_steinach_dolder_a,l,"63702"
Obstanlage,bodensee_horn_huberm,l,"63702"
Obstanlage,bodensee_steinach_dolder_a,l,"22626"
Obstanlage,bodensee_horn_huberm,l,"63136"
Baumschule,goldach_goldach_schlachterj,r,"35598"
Abwasserreinigungsareal,urnaesch_urnaesch_meierr,r,"891"
Unterwerkareal,urnaesch_urnaesch_meierr,r,"1626"
Abwasserreinigungsareal,sitter_stgallen_jennya,r,"454"
Abwasserreinigungsareal,sitter_gaiserwald_buehlerf,r,"454"
Kehrichtverbrennungsareal,sitter_stgallen_jennya,r,"8277"
Kehrichtverbrennungsareal,sitter_gaiserwald_buehlerf,r,"8277"
Abwasserreinigungsareal,sitter_stgallen_jennya,r,"23719"
Abwasserreinigungsareal,sitter_gaiserwald_buehlerf,r,"23719"
Historisches Areal,gasi-strand,l,"733"
Historisches Areal,linthdammweg,r,"733"
Historisches Areal,seeflechsen,l,"733"
Historisches Areal,flibach-river-right-bank,l,"733"
Historisches Areal,linth_mollis,r,"733"
Klosterareal,gasi-strand,l,"4470"
Klosterareal,linthdammweg,r,"4470"
Klosterareal,seeflechsen,l,"4470"
Klosterareal,flibach-river-right-bank,l,"4470"
Klosterareal,linth_mollis,r,"4470"
Truppenuebungsplatz,walensee_walenstadt_wysse,l,"52401"
Truppenuebungsplatz,seemuhlestrasse-strand,l,"52401"
Truppenuebungsplatz,seez_spennwiesenbrucke,r,"52401"
Truppenuebungsplatz,seez,r,"52401"
Spitalareal,walensee_walenstadt_wysse,l,"27111"
Spitalareal,seemuhlestrasse-strand,l,"19744"
Spitalareal,seez_spennwiesenbrucke,r,"27111"
Spitalareal,seez,r,"27111"
Deponieareal,walensee_walenstadt_wysse,l,"43594"
Deponieareal,mols-rocks,l,"43594"
Deponieareal,seemuhlestrasse-strand,l,"14299"
Deponieareal,seez_spennwiesenbrucke,r,"43594"
Deponieareal,seez,r,"43594"
Truppenuebungsplatz,walensee_walenstadt_wysse,l,"17278"
Truppenuebungsplatz,seez_spennwiesenbrucke,r,"501739"
Truppenuebungsplatz,seez,r,"126245"
Abwasserreinigungsareal,walensee_walenstadt_wysse,l,"4938"
Abwasserreinigungsareal,mols-rocks,l,"4938"
Abwasserreinigungsareal,seemuhlestrasse-strand,l,"4938"
Abwasserreinigungsareal,seez_spennwiesenbrucke,r,"4938"
Abwasserreinigungsareal,seez,r,"4938"
Historisches Areal,walensee_walenstadt_wysse,l,"1540"
Historisches Areal,mols-rocks,l,"1540"
Historisches Areal,seez_spennwiesenbrucke,r,"844"
Historisches Areal,seez,r,"1540"
Kraftwerkareal,murg-bad,l,"1642"
Schrebergartenareal,sitter_gaiserwald_buehlerf,r,"13697"
Schrebergartenareal,murg-bad,l,"1320"
Spitalareal,foce-del-cassarate,r,"12210"
Spitalareal,lido,l,"12210"
Spitalareal,lugano-centro,l,"12210"
Spitalareal,spiaggia-parco-ciani,l,"12210"
Spitalareal,lugano-centro,l,"18982"
Spitalareal,lugano-centro,l,"16343"
Reben,san-nazzaro-gambarogno,l,"1033"
Oeffentliches Parkareal,isole-di-brissago-porto,l,"19918"
Kraftwerkareal,isole-di-brissago-porto,l,"5415"
Historisches Areal,foce-del-cassarate,r,"7214"
Historisches Areal,lido,l,"7214"
Historisches Areal,lugano-centro,l,"7214"
Historisches Areal,spiaggia-parco-ciani,l,"7214"
Oeffentliches Parkareal,foce-del-cassarate,r,"6597"
Oeffentliches Parkareal,lido,l,"6597"
Oeffentliches Parkareal,lugano-centro,l,"6597"
Oeffentliches Parkareal,spiaggia-parco-ciani,l,"6597"
Oeffentliches Parkareal,foce-del-cassarate,r,"24798"
Oeffentliches Parkareal,lido,l,"24798"
Oeffentliches Parkareal,lugano-centro,l,"24798"
Oeffentliches Parkareal,spiaggia-parco-ciani,l,"24798"
Messeareal,foce-del-cassarate,r,"27958"
Messeareal,lido,l,"27958"
Messeareal,lugano-centro,l,"27958"
Messeareal,spiaggia-parco-ciani,l,"27958"
Historisches Areal,lugano-centro,l,"7553"
Oeffentliches Parkareal,lugano-centro,l,"5199"
Oeffentliches Parkareal,foce-del-cassarate,r,"9350"
Oeffentliches Parkareal,lido,l,"9350"
Oeffentliches Parkareal,spiaggia-parco-ciani,l,"9350"
Oeffentliches Parkareal,foce-del-cassarate,r,"55633"
Oeffentliches Parkareal,lido,l,"55633"
Oeffentliches Parkareal,lugano-centro,l,"55633"
Oeffentliches Parkareal,spiaggia-parco-ciani,l,"55633"
Oeffentliches Parkareal,foce-del-cassarate,r,"15481"
Oeffentliches Parkareal,lido,l,"14915"
Oeffentliches Parkareal,lugano-centro,l,"23686"
Oeffentliches Parkareal,spiaggia-parco-ciani,l,"16834"
Oeffentliches Parkareal,caprino,l,"3824"
Historisches Areal,versoix,l,"1558"
Spitalareal,arve_carouge_battistellak,r,"10068"
Spitalareal,arve_carouge_battistellak,r,"1265"
Oeffentliches Parkareal,arve_carouge_battistellak,r,"67"
Oeffentliches Parkareal,arve_carouge_battistellak,r,"2547"
Oeffentliches Parkareal,villa-barton,l,"70378"
Oeffentliches Parkareal,jardin-botanique,l,"88585"
Historisches Areal,villa-barton,l,"2126"
Historisches Areal,jardin-botanique,l,"2126"
Oeffentliches Parkareal,villa-barton,l,"28902"
Oeffentliches Parkareal,jardin-botanique,l,"28902"
Historisches Areal,pont-sous-terre,r,"81"
Oeffentliches Parkareal,pont-sous-terre,r,"9613"
Oeffentliches Parkareal,pont-sous-terre,r,"6395"
Oeffentliches Parkareal,pont-sous-terre,r,"3933"
Oeffentliches Parkareal,pont-sous-terre,r,"6299"
Oeffentliches Parkareal,villa-barton,l,"25478"
Oeffentliches Parkareal,jardin-botanique,l,"25478"
Oeffentliches Parkareal,villa-barton,l,"45"
Oeffentliches Parkareal,baby-plage-geneva,l,"10261"
Oeffentliches Parkareal,pont-sous-terre,r,"9593"
Oeffentliches Parkareal,baby-plage-ii-geneve,l,"10261"
Oeffentliches Parkareal,rocky-plage,l,"10261"
Oeffentliches Parkareal,pont-sous-terre,r,"11068"
Oeffentliches Parkareal,baby-plage-geneva,l,"1977"
Oeffentliches Parkareal,pont-sous-terre,r,"1977"
Oeffentliches Parkareal,baby-plage-ii-geneve,l,"1977"
Oeffentliches Parkareal,rocky-plage,l,"1977"
Spitalareal,baby-plage-geneva,l,"1318"
Spitalareal,baby-plage-ii-geneve,l,"1318"
Spitalareal,rocky-plage,l,"1318"
Oeffentliches Parkareal,baby-plage-geneva,l,"4052"
Oeffentliches Parkareal,baby-plage-ii-geneve,l,"4052"
Oeffentliches Parkareal,rocky-plage,l,"4052"
Spitalareal,arve_carouge_battistellak,r,"4384"
Spitalareal,arve_carouge_battistellak,r,"27445"
Oeffentliches Parkareal,villa-barton,l,"47842"
Oeffentliches Parkareal,pont-sous-terre,r,"57310"
Oeffentliches Parkareal,jardin-botanique,l,"10302"
Oeffentliches Parkareal,pont-sous-terre,r,"7174"
Historisches Areal,pont-sous-terre,r,"149"
Oeffentliches Parkareal,pont-sous-terre,r,"5118"
Oeffentliches Parkareal,pont-sous-terre,r,"1617"
Oeffentliches Parkareal,baby-plage-geneva,l,"8670"
Oeffentliches Parkareal,baby-plage-ii-geneve,l,"8670"
Oeffentliches Parkareal,rocky-plage,l,"7162"
Oeffentliches Parkareal,baby-plage-geneva,l,"14681"
Oeffentliches Parkareal,baby-plage-ii-geneve,l,"7333"
Oeffentliches Parkareal,arve_carouge_battistellak,r,"9549"
Oeffentliches Parkareal,pont-sous-terre,r,"9762"
Oeffentliches Parkareal,pont-sous-terre,r,"11353"
Historisches Areal,pont-sous-terre,r,"2541"
Historisches Areal,baby-plage-geneva,l,"1990"
Historisches Areal,baby-plage-ii-geneve,l,"1990"
Historisches Areal,rocky-plage,l,"1990"
Oeffentliches Parkareal,jardin-botanique,l,"8095"
Historisches Areal,baby-plage-geneva,l,"54"
Historisches Areal,pont-sous-terre,r,"54"
Historisches Areal,baby-plage-ii-geneve,l,"54"
Historisches Areal,rocky-plage,l,"54"
Reben,la-pecherie,l,"51412"
Reben,rolle-plage,l,"896"
Abwasserreinigungsareal,boiron,l,"3738"
Abwasserreinigungsareal,tolochenaz,l,"3738"
Historisches Areal,tolochenaz,l,"9719"
Historisches Areal,la-morges,l,"11872"
Reben,cully-plage,l,"3332"
Reben,cully-plage,l,"2101"
Reben,cully-plage,l,"12524"
Reben,cully-plage,l,"5586"
Historisches Areal,la-pecherie,l,"26663"
Historisches Areal,la-pecherie,l,"5060"
Abwasserreinigungsareal,la-pecherie,l,"337"
Abwasserreinigungsareal,la-pecherie,l,"1346"
Historisches Areal,la-pecherie,l,"5136"
Historisches Areal,rolle-plage,l,"3224"
Historisches Areal,rolle-plage,l,"696"
Spitalareal,rolle-plage,l,"12003"
Abwasserreinigungsareal,rolle-plage,l,"3105"
Historisches Areal,tiger-duck-beach,l,"17134"
Historisches Areal,vidy-ruines,l,"19402"
Historisches Areal,plage-de-dorigny,l,"19402"
Historisches Areal,vidy,l,"19402"
Historisches Areal,lacleman_vidy_santie,l,"19402"
Historisches Areal,cully-plage,l,"1269"
Abwasserreinigungsareal,cully-plage,l,"3333"
Spitalareal,cully-plage,l,"16007"
Massnahmenvollzugsanstaltsareal,preverenges,l,"7093"
Abwasserreinigungsareal,preverenges,l,"14588"
Reben,preverenges,l,"3540"
Oeffentliches Parkareal,vidy-ruines,l,"75460"
Oeffentliches Parkareal,plage-de-dorigny,l,"1086"
Oeffentliches Parkareal,vidy,l,"75460"
Oeffentliches Parkareal,lacleman_vidy_santie,l,"75460"
Oeffentliches Parkareal,tiger-duck-beach,l,"196993"
Oeffentliches Parkareal,parc-des-pierrettes,l,"175591"
Oeffentliches Parkareal,plage-de-st-sulpice,l,"87712"
Oeffentliches Parkareal,vidy-ruines,l,"196993"
Oeffentliches Parkareal,plage-de-dorigny,l,"196993"
Oeffentliches Parkareal,vidy,l,"196993"
Oeffentliches Parkareal,lacleman_vidy_santie,l,"196993"
Abwasserreinigungsareal,tiger-duck-beach,l,"54193"
Abwasserreinigungsareal,parc-des-pierrettes,l,"49488"
Abwasserreinigungsareal,vidy-ruines,l,"54193"
Abwasserreinigungsareal,plage-de-dorigny,l,"54193"
Abwasserreinigungsareal,vidy,l,"54193"
Abwasserreinigungsareal,lacleman_vidy_santie,l,"54193"
Kraftwerkareal,rhein_domatems_foppa_f,r,"4368"
Reben,zulg_steffisburg_schmassmanne,r,"10151"
Baumschule,gummligrabbe,r,"2720"
Baumschule,mannewil,r,"2720"
Reben,aare_bern_gerberm,r,"2849"
Baumschule,aare_bern_gerberm,r,"4494"
Oeffentliches Parkareal,aare_bern_scheurerk,r,"16794"
Oeffentliches Parkareal,aarezufluss_bern_scheurerk,r,"19817"
Historisches Areal,aare_kehrsatz_stolten,r,"21386"
Historisches Areal,aare_bern_caveltin,r,"21386"
Spitalareal,aare_koniz_hoppej,r,"1330"
Oeffentliches Parkareal,aare_koniz_hoppej,r,"4707"
Oeffentliches Parkareal,aare_elfenau_cataldiv,r,"2550"
Abwasserreinigungsareal,aare_bern_gerberm,r,"19049"
Abwasserreinigungsareal,bern-fahrstrasse,r,"19049"
Abwasserreinigungsareal,aare_bern_scheurerk,r,"19049"
Abwasserreinigungsareal,aarezufluss_bern_scheurerk,r,"19049"
Historisches Areal,aare_bern_gerberm,r,"476072"
Historisches Areal,bern-fahrstrasse,r,"1125418"
Historisches Areal,aare_bern_scheurerk,r,"1061403"
Historisches Areal,aarezufluss_bern_scheurerk,r,"1062018"
Abwasserreinigungsareal,bern-fahrstrasse,r,"67039"
Abwasserreinigungsareal,aare_bern_scheurerk,r,"2642"
Abwasserreinigungsareal,aarezufluss_bern_scheurerk,r,"1098"
Historisches Areal,aare_bern_gerberm,r,"5572"
Historisches Areal,bern-fahrstrasse,r,"6288"
Historisches Areal,aare_bern_scheurerk,r,"6288"
Historisches Areal,aarezufluss_bern_scheurerk,r,"6288"
Spitalareal,aare_bern_gerberm,r,"5071"
Spitalareal,bern-fahrstrasse,r,"50361"
Spitalareal,aare_bern_scheurerk,r,"50361"
Spitalareal,aarezufluss_bern_scheurerk,r,"50361"
Messeareal,aare_bern_scheurerk,r,"4820"
Messeareal,aarezufluss_bern_scheurerk,r,"6547"
Oeffentliches Parkareal,bern-fahrstrasse,r,"10699"
Oeffentliches Parkareal,aare_bern_scheurerk,r,"10701"
Oeffentliches Parkareal,aarezufluss_bern_scheurerk,r,"10701"
Historisches Areal,aare_bern_gerberm,r,"3313"
Oeffentliches Parkareal,aare_koniz_hoppej,r,"5787"
Oeffentliches Parkareal,bern-tiergarten,r,"1179"
Oeffentliches Parkareal,aare_koniz_hoppej,r,"24709"
Oeffentliches Parkareal,bern-tiergarten,r,"326"
Oeffentliches Parkareal,aare_elfenau_cataldiv,r,"11032"
Oeffentliches Parkareal,aare_koniz_hoppej,r,"27440"
Oeffentliches Parkareal,bern-tiergarten,r,"27440"
Oeffentliches Parkareal,aare_koniz_hoppej,r,"137649"
Oeffentliches Parkareal,bern-tiergarten,r,"137649"
Oeffentliches Parkareal,aare_elfenau_cataldiv,r,"137649"
Oeffentliches Parkareal,aare_bern_caveltin,r,"137649"
Obstanlage,aare_kehrsatz_stolten,r,"1423"
Historisches Areal,plage-de-cheyres,l,"1946"
Historisches Areal,ruisseau-de-la-croix-plage,l,"1946"
Spitalareal,nouvelle-plage,l,"30290"
Historisches Areal,nouvelle-plage,l,"5692"
Oeffentliches Parkareal,evole-plage,l,"42623"
Spitalareal,evole-plage,l,"12554"
Oeffentliches Parkareal,evole-plage,l,"4056"
Historisches Areal,evole-plage,l,"4464"
Historisches Areal,plage-de-serriere,l,"4464"
Oeffentliches Parkareal,evole-plage,l,"4812"
Oeffentliches Parkareal,plage-de-serriere,l,"4812"
Oeffentliches Parkareal,evole-plage,l,"24672"
Oeffentliches Parkareal,plage-de-serriere,l,"35706"
Historisches Areal,plage-de-serriere,l,"5404"
